0,1374.11,72.5956,87.38
1,1362.18,73.2174,1081.31
2,1361.61,72.9048,4681.28
3,-246.895,74.1867,3312.93
4,1340.62,74.9779,3313.24
5,-927.425,74.5306,3274.57
6,-919.672,74.0566,2652.64
7,-918.675,73.5877,2059.64
8,-1913.02,74.9969,3294.56
9,-1875.98,73.7683,3995.55
10,-1911.79,72.1715,2790.02
11,-2856.46,72.2098,2767.97
12,-2853.66,72.8089,3784.22
13,-3673.18,72.3688,3756.13
14,-1923.08,73.0267,4554.96
15,-2345.41,73.2059,4967.85
16,-2323.43,72.9787,5646.41
17,-2785.5,72.6803,5644.82
18,-2747.16,71.3774,7005.06
19,-3791.11,74.1652,6984.23
20,-4180.01,70.1593,6993.02
21,-4171.83,72.5707,6531.29
22,-4892.69,73.5935,6520.95
23,-5620.53,71.8184,6514.53
24,-4185.61,72.5057,7623.17
25,-1895.54,72.8547,5699.63
26,-807.744,73.3972,7022.96
27,-1455.22,73.2591,6509.89
28,-63.9669,72.2235,7024.5
29,-87.2704,72.8343,7484.22
30,1853.49,73.0351,7530.54
31,1795.18,72.2837,8424.78
32,1963.2,73.2034,5576.22
33,1409.47,72.5419,5593.22
34,-4.88765,72.6799,5636.95
