0,1326.39,92.5397,128.166
1,2470.57,89.1988,686.557
2,2060.34,89.0312,-235.92
3,3478.9,90.2472,315.346
4,4430,90.4481,49.1981
5,5419.61,89.7086,-91.7539
6,5776.69,88.9404,788.056
7,5683.61,92.4287,1634.35
8,4686.67,91.5955,1651.85
9,3642.34,88.1296,1415.31
10,4387.48,85.7166,2781.01
11,2177.4,85.4192,3260.55
12,1157.86,90.0516,3486.27
13,127.425,89.7758,3902.57
14,-517.898,89.1955,4063.06
15,-476.171,90.7032,4759.31
16,-403.356,89.9952,3044.61
17,330.673,88.4479,2606.19
18,1469.39,90.4732,2365.31
19,1772.27,93.655,1268.1
20,2964.98,93.3308,3080.67
21,3719.94,85.7991,2962.25
22,3755.27,85.5788,4117.26
23,4954.62,90.1509,3872.34
24,5887.17,93.6108,3935.28
25,5940.98,88.0659,5186.22
26,5966.13,92.9678,6432.12
27,6530.29,93.7488,6938.14
28,6489.84,97.9545,7969.69
29,5442.56,98.0936,7940.35
30,5398.32,97.5479,6979.24
